"relative_path","size_bytes","last_write_utc"
"data\processed\panel_20250704_b1.parquet","221756","2026-08-10T18:20:03.0794891Z"
"data\processed\panel_20250706_b1.parquet","222216","2026-08-12T17:01:19.6072978Z"
"data\processed\panel_20250709_b1.parquet","222130","2026-08-12T17:01:19.6358495Z"
"data\processed\panel_20250710_b1.parquet","222212","2026-08-10T18:03:27.7653399Z"
"data\processed\panel_20250710_b2.parquet","207184","2026-08-21T10:06:15.4305266Z"
"data\processed\panel_20250710_b3.parquet","195347","2026-08-10T19:21:15.6131196Z"
"data\processed\panel_20250711_b1.parquet","222383","2026-08-10T18:20:03.3194644Z"
"data\processed\panel_20250712_b1.parquet","222496","2026-08-12T17:01:19.6633681Z"
"data\processed\panel_20250715_b1.parquet","222648","2026-08-12T17:01:19.6903684Z"
"data\processed\panel_20250717_b1.parquet","222769","2026-08-10T17:57:08.0429823Z"
"data\processed\panel_20250717_b2.parquet","207798","2026-08-21T10:06:15.4860307Z"
"data\processed\panel_20250717_b3.parquet","196090","2026-08-10T18:00:33.3909432Z"
"data\processed\panel_20250718_b1.parquet","222761","2026-08-10T18:20:03.4738352Z"
"data\processed\panel_20250721_b1.parquet","222930","2026-08-12T17:01:19.7213553Z"
"data\processed\panel_20250724_b1.parquet","223642","2026-08-10T17:57:08.4145074Z"
"data\processed\panel_20250724_b2.parquet","208666","2026-08-21T10:06:15.5409843Z"
"data\processed\panel_20250724_b3.parquet","196880","2026-08-10T18:00:33.7050895Z"
"data\processed\panel_20250725_b1.parquet","223741","2026-08-10T18:20:03.7030539Z"
"data\processed\panel_20250727_b1.parquet","223981","2026-08-12T17:01:19.7502527Z"
"data\processed\panel_20250730_b1.parquet","224611","2026-08-12T17:01:19.7783550Z"
"data\processed\panel_20250731_b1.parquet","224720","2026-08-10T17:57:08.8225448Z"
"data\processed\panel_20250731_b2.parquet","209384","2026-08-21T10:06:15.6048541Z"
"data\processed\panel_20250731_b3.parquet","197666","2026-08-10T18:00:34.0180632Z"
"data\processed\panel_20250801_b1.parquet","224731","2026-08-10T18:20:03.8410720Z"
"data\processed\panel_20250802_b1.parquet","224757","2026-08-12T17:01:19.8063548Z"
"data\processed\panel_20250805_b1.parquet","225547","2026-08-12T17:01:19.8347810Z"
"data\processed\panel_20250807_b1.parquet","225679","2026-08-10T17:57:49.6788079Z"
"data\processed\panel_20250807_b2.parquet","220381","2026-08-21T10:13:26.2247323Z"
"data\processed\panel_20250807_b3.parquet","198488","2026-08-10T18:01:08.2473591Z"
"data\processed\panel_20250808_b1.parquet","225848","2026-08-10T18:20:03.9716696Z"
"data\processed\panel_20250811_b1.parquet","226466","2026-08-12T17:01:20.2561497Z"
"data\processed\panel_20250814_b1.parquet","227166","2026-08-10T17:57:49.9785546Z"
"data\processed\panel_20250814_b2.parquet","211233","2026-08-21T10:13:26.2857779Z"
"data\processed\panel_20250814_b3.parquet","199337","2026-08-10T18:01:08.5687042Z"
"data\processed\panel_20250815_b1.parquet","227260","2026-08-10T18:20:04.2430885Z"
"data\processed\panel_20250817_b1.parquet","227569","2026-08-12T17:01:20.2850608Z"
"data\processed\panel_20250820_b1.parquet","241579","2026-08-12T17:01:20.4817860Z"
"data\processed\panel_20250821_b1.parquet","241514","2026-08-10T17:58:26.8217194Z"
"data\processed\panel_20250821_b2.parquet","212143","2026-08-21T10:18:43.6823934Z"
"data\processed\panel_20250821_b3.parquet","200215","2026-08-10T18:01:43.4800315Z"
"data\processed\panel_20250822_b1.parquet","241440","2026-08-10T18:20:04.4059577Z"
"data\processed\panel_20250823_b1.parquet","228608","2026-08-12T17:01:20.5119386Z"
"data\processed\panel_20250826_b1.parquet","229498","2026-08-12T17:01:20.5424594Z"
"data\processed\panel_20250828_b1.parquet","229987","2026-08-10T17:58:27.1353361Z"
"data\processed\panel_20250828_b2.parquet","213792","2026-08-21T10:18:43.7618034Z"
"data\processed\panel_20250828_b3.parquet","201400","2026-08-10T18:01:43.7971550Z"
"data\processed\panel_20250829_b1.parquet","230160","2026-08-10T18:20:04.5454645Z"
"data\processed\panel_20250901_b1.parquet","230711","2026-08-12T17:01:20.5762008Z"
"data\processed\panel_20250904_b1.parquet","231354","2026-08-10T17:59:04.7015142Z"
"data\processed\panel_20250904_b2.parquet","215076","2026-08-21T10:25:11.3737455Z"
"data\processed\panel_20250904_b3.parquet","202411","2026-08-10T17:57:07.7331280Z"
"data\processed\panel_20250905_b1.parquet","231418","2026-08-10T18:20:04.7538277Z"
"data\processed\panel_20250907_b1.parquet","231759","2026-08-12T17:01:20.8372698Z"
"data\processed\panel_20250910_b1.parquet","232598","2026-08-12T17:01:20.8673798Z"
"data\processed\panel_20250911_b1.parquet","232923","2026-08-10T17:59:04.9988682Z"
"data\processed\panel_20250911_b2.parquet","227298","2026-08-21T10:25:11.4430172Z"
"data\processed\panel_20250911_b3.parquet","203706","2026-08-10T18:02:17.8757213Z"
"data\processed\panel_20250912_b1.parquet","232999","2026-08-10T18:20:04.9231752Z"
"data\processed\panel_20250913_b1.parquet","233219","2026-08-12T17:01:20.8967890Z"
"data\processed\panel_20250916_b1.parquet","233997","2026-08-10T17:47:40.1828934Z"
"data\processed\panel_20250916_b3.parquet","204666","2026-08-10T17:47:37.2167561Z"
"data\processed\panel_20250918_b1.parquet","234537","2026-08-10T18:20:46.2167743Z"
"data\processed\panel_20250918_b2.parquet","218613","2026-08-21T10:33:56.4200388Z"
"data\processed\panel_20250918_b3.parquet","205005","2026-08-10T17:57:50.4567887Z"
"data\processed\panel_20250919_b1.parquet","234606","2026-08-10T18:20:05.1064750Z"
"data\processed\panel_20250925_b1.parquet","235769","2026-08-10T18:20:46.6547766Z"
"data\processed\panel_20250925_b2.parquet","219845","2026-08-21T10:33:56.4882738Z"
"data\processed\panel_20250925_b3.parquet","206350","2026-08-10T19:21:28.2259942Z"
"data\processed\panel_20250926_b1.parquet","235933","2026-08-10T18:20:05.3026721Z"
"data\processed\panel_20251002_b1.parquet","237427","2026-08-10T18:20:46.7810825Z"
"data\processed\panel_20251002_b2.parquet","221628","2026-08-21T10:33:56.5557806Z"
"data\processed\panel_20251002_b3.parquet","208100","2026-08-10T17:58:27.7073357Z"
"data\processed\panel_20251003_b1.parquet","237556","2026-08-10T18:20:05.4556951Z"
"data\processed\panel_20251009_b1.parquet","238935","2026-08-10T18:20:46.9110877Z"
"data\processed\panel_20251009_b2.parquet","236211","2026-08-21T10:33:56.6259435Z"
"data\processed\panel_20251009_b3.parquet","209699","2026-08-10T19:21:30.5199455Z"
"data\processed\panel_20251010_b1.parquet","239060","2026-08-10T18:20:05.6712479Z"
"data\processed\panel_20251013_b1.parquet","239885","2026-08-12T17:04:46.1385276Z"
"data\processed\panel_20251016_b1.parquet","240448","2026-08-10T18:20:47.0360460Z"
"data\processed\panel_20251016_b2.parquet","238141","2026-08-21T10:33:56.6991573Z"
"data\processed\panel_20251016_b3.parquet","211674","2026-08-10T17:59:05.5985315Z"
"data\processed\panel_20251022_b1.parquet","241852","2026-08-12T18:37:04.5758780Z"
"data\processed\panel_20251023_b1.parquet","242236","2026-08-24T15:57:52.0482883Z"
"data\processed\panel_20251023_b3.parquet","213288","2026-08-24T15:57:52.7151484Z"
"data\processed\panel_20251029_b1.parquet","244040","2026-08-12T18:37:04.7110626Z"
"data\processed\panel_20251030_b1.parquet","244393","2026-08-12T14:21:27.8036403Z"
"data\processed\panel_20251030_b3.parquet","215417","2026-08-24T15:57:52.7974840Z"
"data\processed\panel_20251105_b1.parquet","257753","2026-08-12T18:37:04.8181279Z"
"data\processed\panel_20251106_b1.parquet","257924","2026-08-24T15:57:52.0930682Z"
"data\processed\panel_20251106_b3.parquet","217088","2026-08-24T15:57:52.9190915Z"
"data\processed\panel_20251112_b1.parquet","247751","2026-08-12T18:37:04.9199857Z"
"data\processed\panel_20251113_b1.parquet","248097","2026-08-24T15:57:52.1278367Z"
"data\processed\panel_20251113_b3.parquet","218853","2026-08-24T15:57:53.0198112Z"
"data\processed\panel_20251119_b1.parquet","250829","2026-08-12T18:37:05.0222074Z"
"data\processed\panel_20251120_b1.parquet","251159","2026-08-24T15:57:52.1617412Z"
"data\processed\panel_20251120_b3.parquet","221491","2026-08-24T15:57:53.1169065Z"
"data\processed\panel_20251126_b1.parquet","254039","2026-08-12T18:37:05.1217358Z"
"data\processed\panel_20251127_b1.parquet","254412","2026-08-12T14:21:27.9813831Z"
"data\processed\panel_20251127_b3.parquet","224360","2026-08-24T15:57:53.2149468Z"
"data\processed\panel_20251203_b1.parquet","257472","2026-08-12T18:37:05.2161232Z"
"data\processed\panel_20251204_b1.parquet","257958","2026-08-24T15:57:52.2104638Z"
"data\processed\panel_20251204_b3.parquet","226976","2026-08-24T15:57:53.3122693Z"
"data\processed\panel_20251210_b1.parquet","262163","2026-08-12T18:37:05.3477356Z"
"data\processed\panel_20251211_b1.parquet","262781","2026-08-24T15:57:52.2437450Z"
"data\processed\panel_20251211_b3.parquet","230692","2026-08-24T15:57:53.4138062Z"
"data\processed\panel_20251217_b1.parquet","265217","2026-08-12T18:37:05.5702214Z"
"data\processed\panel_20251218_b1.parquet","264815","2026-08-12T14:21:28.1455297Z"
"data\processed\panel_20251218_b3.parquet","233244","2026-08-24T15:57:53.5009706Z"
"data\processed\panel_20251224_b1.parquet","263322","2026-08-12T18:37:05.7225206Z"
"data\processed\panel_20251225_b1.parquet","263163","2026-08-24T15:57:52.2933840Z"
"data\processed\panel_20251225_b3.parquet","235163","2026-08-24T15:57:53.5904262Z"
"data\processed\panel_20251231_b1.parquet","262553","2026-08-12T18:37:05.8679028Z"
"data\processed\panel_20260101_b1.parquet","262449","2026-08-24T15:57:52.3260715Z"
"data\processed\panel_20260101_b3.parquet","249688","2026-08-24T15:57:53.6946418Z"
"data\processed\panel_20260107_b1.parquet","263179","2026-08-12T18:37:06.0032387Z"
"data\processed\panel_20260108_b1.parquet","263366","2026-08-24T15:57:52.3571121Z"
"data\processed\panel_20260108_b3.parquet","242342","2026-08-24T15:57:53.7966875Z"
"data\processed\panel_20260114_b1.parquet","266183","2026-08-12T14:21:28.3089543Z"
"data\processed\panel_20260115_b1.parquet","265392","2026-08-24T15:57:52.3907360Z"
"data\processed\panel_20260115_b3.parquet","248085","2026-08-24T15:57:53.8999378Z"
"data\processed\panel_20260122_b1.parquet","283098","2026-08-24T15:57:52.4255735Z"
"data\processed\panel_20260122_b3.parquet","246028","2026-08-24T15:57:54.0261586Z"
"data\processed\panel_20260129_b1.parquet","282295","2026-08-24T15:57:52.4571368Z"
"data\processed\panel_20260129_b3.parquet","247659","2026-08-24T15:57:54.1328268Z"
"data\processed\panel_20260205_b1.parquet","262533","2026-08-24T15:57:52.4888862Z"
"data\processed\panel_20260205_b3.parquet","253356","2026-08-24T15:57:54.2361615Z"
"data\processed\panel_20260212_b1.parquet","265594","2026-08-24T15:57:52.5231161Z"
"data\processed\panel_20260212_b3.parquet","263999","2026-08-24T15:57:54.3371250Z"
"data\processed\panel_20260213_b1.parquet","266183","2026-08-13T07:55:09.1283299Z"
"data\processed\panel_20260213_b3.parquet","266183","2026-08-10T17:47:30.7749156Z"
"data\processed\pt_20250403_LNone_real.parquet","6787167","2026-08-12T14:56:01.3396327Z"
"data\processed\pt_20250403_LNone_shuf.parquet","6201317","2026-08-12T14:56:00.9223939Z"
"data\processed\pt_20250410_LNone_real.parquet","6997383","2026-08-12T14:56:06.9136910Z"
"data\processed\pt_20250410_LNone_shuf.parquet","6398990","2026-08-12T14:56:05.2744258Z"
"data\processed\pt_20250417_LNone_real.parquet","7245425","2026-08-12T14:56:11.0880603Z"
"data\processed\pt_20250417_LNone_shuf.parquet","6649486","2026-08-12T14:56:09.6079860Z"
"data\processed\pt_20250424_LNone_real.parquet","7422086","2026-08-12T14:56:15.3407557Z"
"data\processed\pt_20250424_LNone_shuf.parquet","6820155","2026-08-12T14:56:14.3447255Z"
"data\processed\pt_20250501_LNone_real.parquet","7627866","2026-08-12T14:56:21.6886400Z"
"data\processed\pt_20250501_LNone_shuf.parquet","7013666","2026-08-12T14:56:18.6519658Z"
"data\processed\pt_20250508_LNone_real.parquet","8138633","2026-08-12T14:56:27.3474090Z"
"data\processed\pt_20250508_LNone_shuf.parquet","7305884","2026-08-12T14:56:23.4989705Z"
"data\processed\pt_20250515_LNone_real.parquet","8331957","2026-08-12T14:56:32.0222705Z"
"data\processed\pt_20250515_LNone_shuf.parquet","7507913","2026-08-12T14:56:30.0391620Z"
"data\processed\pt_20250522_LNone_real.parquet","8523517","2026-08-12T14:56:38.0963091Z"
"data\processed\pt_20250522_LNone_shuf.parquet","7676221","2026-08-12T14:56:35.7534476Z"
"data\processed\pt_20250529_LNone_real.parquet","8685304","2026-08-12T14:56:44.7668562Z"
"data\processed\pt_20250529_LNone_shuf.parquet","7847245","2026-08-12T14:56:41.3474537Z"
"data\processed\pt_20250605_LNone_real.parquet","8842567","2026-08-12T14:56:51.4546855Z"
"data\processed\pt_20250605_LNone_shuf.parquet","8011607","2026-08-12T14:56:47.1630377Z"
"data\processed\pt_20250612_LNone_real.parquet","9019057","2026-08-12T14:56:57.8617189Z"
"data\processed\pt_20250612_LNone_shuf.parquet","8187295","2026-08-12T14:56:53.9194266Z"
"data\processed\pt_20250619_LNone_real.parquet","9171053","2026-08-12T14:57:03.5649163Z"
"data\processed\pt_20250619_LNone_shuf.parquet","8365432","2026-08-12T14:57:01.2112504Z"
"data\processed\pt_20250626_LNone_real.parquet","9335637","2026-08-12T14:57:10.9415142Z"
"data\processed\pt_20250626_LNone_shuf.parquet","8479502","2026-08-12T14:57:08.7031966Z"
"data\processed\pt_20250703_LNone_real.parquet","9471576","2026-08-12T14:57:17.0633435Z"
"data\processed\pt_20250703_LNone_shuf.parquet","8663433","2026-08-12T14:57:15.2752366Z"
"data\processed\pt_20250710_LNone_real.parquet","9601649","2026-08-12T14:57:23.9371033Z"
"data\processed\pt_20250710_LNone_shuf.parquet","8777943","2026-08-12T14:57:23.0775819Z"
"data\processed\pt_20250717_LNone_real.parquet","9770794","2026-08-12T14:57:31.3643425Z"
"data\processed\pt_20250717_LNone_shuf.parquet","8932281","2026-08-12T14:57:30.4960327Z"
"data\processed\pt_20250724_LNone_real.parquet","9890133","2026-08-12T14:57:39.1089672Z"
"data\processed\pt_20250724_LNone_shuf.parquet","9068228","2026-08-12T14:57:37.3462179Z"
"data\processed\pt_20250731_LNone_real.parquet","10041452","2026-08-12T14:57:46.4578499Z"
"data\processed\pt_20250731_LNone_shuf.parquet","9234543","2026-08-12T14:57:45.0842833Z"
"data\processed\pt_20250807_LNone_real.parquet","10185209","2026-08-12T14:57:54.7545737Z"
"data\processed\pt_20250807_LNone_shuf.parquet","9455565","2026-08-12T14:57:52.7957775Z"
"data\processed\pt_20250814_LNone_real.parquet","10317403","2026-08-12T14:58:04.2774163Z"
"data\processed\pt_20250814_LNone_shuf.parquet","9704905","2026-08-12T14:58:00.1410258Z"
"data\processed\pt_20250821_LNone_real.parquet","10480581","2026-08-12T14:58:12.8042081Z"
"data\processed\pt_20250821_LNone_shuf.parquet","9847324","2026-08-12T14:58:07.6802304Z"
"data\processed\pt_20250828_LNone_real.parquet","10635337","2026-08-12T14:58:20.7118339Z"
"data\processed\pt_20250828_LNone_shuf.parquet","10018181","2026-08-12T14:58:17.0454722Z"
"data\processed\pt_20250904_LNone_real.parquet","10723898","2026-08-12T14:58:29.9938514Z"
"data\processed\pt_20250904_LNone_shuf.parquet","10130775","2026-08-12T14:58:25.8555248Z"
"data\processed\pt_20250911_LNone_real.parquet","10855639","2026-08-12T14:58:38.3914154Z"
"data\processed\pt_20250911_LNone_shuf.parquet","10250987","2026-08-12T14:58:35.1858450Z"
"data\processed\pt_20250918_LNone_real.parquet","10949215","2026-08-12T14:58:48.7899810Z"
"data\processed\pt_20250918_LNone_shuf.parquet","10359498","2026-08-12T14:58:44.6310336Z"
"data\processed\pt_20250925_LNone_real.parquet","11068964","2026-08-12T14:58:58.4418349Z"
"data\processed\pt_20250925_LNone_shuf.parquet","10481389","2026-08-12T14:58:54.5492272Z"
"data\processed\pt_20251002_LNone_real.parquet","11208960","2026-08-12T14:59:08.3838487Z"
"data\processed\pt_20251002_LNone_shuf.parquet","10602998","2026-08-12T14:59:04.2048417Z"
"data\processed\pt_20251009_LNone_real.parquet","11302273","2026-08-12T14:59:18.3022278Z"
"data\processed\pt_20251009_LNone_shuf.parquet","10721486","2026-08-12T14:59:14.4092428Z"
"data\processed\pt_20251016_LNone_real.parquet","11448959","2026-08-12T14:59:28.2123335Z"
"data\processed\pt_20251016_LNone_shuf.parquet","10872090","2026-08-12T14:59:24.3440771Z"
"data\processed\pt_20260213_LNone_real.parquet","12951195","2026-08-12T14:59:42.0495534Z"
"data\processed\pt_20260213_LNone_shuf.parquet","12519104","2026-08-12T14:59:39.0377237Z"
"data\processed\s2_small_n_qmc_v1.npz","175610","2026-08-11T08:45:57.1572763Z"
"data\processed\s2_target_20250213.parquet","1671236","2026-08-11T09:47:44.1719651Z"
"data\processed\s2_target_20250403.parquet","1689375","2026-08-11T08:46:59.6555000Z"
"data\processed\s2_target_20250410.parquet","1694135","2026-08-11T08:47:00.2772267Z"
"data\processed\s2_target_20250417.parquet","1706669","2026-08-11T08:47:00.8492663Z"
"data\processed\s2_target_20250424.parquet","1712883","2026-08-11T08:47:01.4949620Z"
"data\processed\s2_target_20250501.parquet","1723552","2026-08-11T08:47:02.1423185Z"
"data\processed\s2_target_20250508.parquet","1742177","2026-08-11T08:47:02.7204981Z"
"data\processed\s2_target_20250515.parquet","1771866","2026-08-11T08:47:03.3847122Z"
"data\processed\s2_target_20250522.parquet","1788354","2026-08-11T08:47:03.9404445Z"
"data\processed\s2_target_20250529.parquet","1806482","2026-08-11T08:47:04.5904591Z"
"data\processed\s2_target_20250605.parquet","1828304","2026-08-11T08:47:05.1890326Z"
"data\processed\s2_target_20250612.parquet","1839370","2026-08-11T08:47:05.8169075Z"
"data\processed\s2_target_20250619.parquet","1862173","2026-08-11T08:47:06.4637709Z"
"data\processed\s2_target_20250626.parquet","1880505","2026-08-11T08:47:07.1030822Z"
"data\processed\s2_target_20250703.parquet","1901679","2026-08-11T08:47:07.7628882Z"
"data\processed\s2_target_20250710.parquet","1924320","2026-08-11T08:47:08.3858119Z"
"data\processed\s2_target_20250717.parquet","1952241","2026-08-11T08:47:09.0420936Z"
"data\processed\s2_target_20250724.parquet","1989623","2026-08-11T08:47:09.7031119Z"
"data\processed\s2_target_20250731.parquet","2029752","2026-08-11T08:47:10.3276967Z"
"data\processed\s2_target_20250807.parquet","2046700","2026-08-11T08:47:10.9665675Z"
"data\processed\s2_target_20250814.parquet","2049242","2026-08-11T08:47:11.6182380Z"
"data\processed\s2_target_20250821.parquet","2053356","2026-08-11T08:47:12.3031877Z"
"data\processed\s2_target_20250828.parquet","2048742","2026-08-11T08:47:12.9551705Z"
"data\processed\s2_target_20250904.parquet","2058001","2026-08-11T08:47:13.3791390Z"
"data\processed\s2_target_20250911.parquet","2086903","2026-08-11T08:47:14.0452542Z"
